UML_ID,Mill_Name,Group_Name,Group,Parent_Com,Parent Company,Comments,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,ISO,Country,Province,District,Confidence,Alternativ,Type,Alt Names
PO1000004556,AGROINDO INDAH PERSADA 3,WILMAR,Wilmar,AGRINDO INDAH PERSADA,,,Not RSPO Certified,,2019-10-31,-4.01027000000,102.49672000000,IDN,Indonesia,Bengkulu,Seluma,1-Fully Verified,,,"AGRINDO INDA PERSASA 3,AGRINDO INDAH PERSADA 3,,,"
PO1000004557,ANUGERAH LANGKAT MAKMUR,UNKNOWN,Alam Group,ANUGERAH LANGKAT MAKMUR,,,Not RSPO Certified,,2019-10-31,4.01302000000,98.19435000000,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified,,,"ANUGERAH LANGKAT MAKMUR,ANUGRAH LANGKAT MAKMUR,BUKIT MAS PALM OIL,PT BINA RAHMAD MADANI,PT. ANUGRAH LANGKAT MAKMUR,PT ANUGRAH LANGKAT MAKMUR,ANUGERAH LANGKAT
MAKMUR,,,AMNU)GERAH LANGKAT MAKMUR"
PO1000004558,SAWIT JAYA MAKMUR SENTOSA,UNKNOWN,,SAWIT JAYA MAKMUR SENTOSA,,,Not RSPO Certified,,2019-10-31,4.01707000000,98.21240000000,IDN,Indonesia,Sumatera Utara,Langkat,2-High Confidence,,,"SAWIT JAYA MAKMUR  SENTOSA,SAWIT JAYA MAKMUR SENTOSA PT.,SAWIT JAYA MAKMUR
SENTOSA,ASAMW)IT JAYA MAKMUR SENTOSA"
PO1000004559,SUMBER MAKMUR JAYA,UNKNOWN,,SUMBER MAKMUR JAYA,,,Not RSPO Certified,,2019-10-31,4.03337000000,98.30152000000,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified,,,"SUMBER MAKMUR JAYA CV,,,,,,,,,DHARMASRAYA LESTARINDO MILL,,CV SUMBER MAKMUR JAYA"
PO1000004560,SAWIT NAGAN RAYA MAKMUR,UNKNOWN,,SAWIT NAGAN RAYA MAKMUR,,,Not RSPO Certified,,2019-10-31,4.04892000000,96.47428000000,IDN,Indonesia,Aceh,Nagan Raya,2-High Confidence,,,"SAWA HAGAN RAYA MAKMUR,,,SAWIT NAGAN RAYA MAKMUR MILL,RUNDING PUTRA PERSADA,,SAWIT NAGAN RAYA
MAKMUR,,,,,,ABDI BUDI MULIA 929"
PO1000004561,SEI OGAN,MINANGA,MINANGA,MINANGA OGAN,,,Not RSPO Certified,,2019-10-31,-4.04958000000,104.19823000000,IDN,Indonesia,Sumatera Selatan,Ogan Komering Ulu,2-High Confidence,,,"MINANGA OGAN - SEI OGAN,MINANGA OGAN (SEI OGAN),,MINANGA OGAN (SENM),MINANGA OGAN (SENM),,,MOPOLI RAYA II ALOE KUYUN,SOGM,ABDI BUDI MULIA 958"
PO1000004562,MITRA NIAGA SEJATI JAYA,UNKNOWN,,MITRA NIAGA SEJATI JAYA,,,Not RSPO Certified,,2019-10-31,4.05318000000,98.13628000000,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified,,,"MUSTIKA AGRO SARI,,,,PT MITRA NIAGA SEJATI JAYA,,,,MITRA NIAGA SEJATI JAYA PT.,MITRA NIAGA SEJATI
JAYA,,"
PO1000004563,JAYA BARU PERTAMA,UNKNOWN,,JAYA BARU PERTAMA,,,Not RSPO Certified,,2019-10-31,4.06522000000,98.21783000000,IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified,,,"JAYA BARU I,,SEI MERAN,,,TUNGGAL MITRA PLANTATIONS-
MANGGALA,,,,,,PT JAYA BARU PERTAMA,,,,,"
PO1000004565,FAJAR BAIZURY & BROTHERS,FAJAR BAIZURY,FAJAR BAIZURY,FAJAR BAIZURI & BROTHERS,,,Not RSPO Certified,,2019-10-31,4.11618000000,96.44256000000,IDN,Indonesia,Aceh,Nagan Raya,1-Fully Verified,,,"FAJAR BAIAURI &8ROTHERS,FAJAR BAIZURI & BROTHERS,,,PT FAJAR BAIZURY & BROTHERS,,,,,,,CEMBRING,CEUMBERING"
PO1000004567,PULAU TIGA,PTPN III,PTPN III,PERKEBUNAN NUSANTARA I,PTPN I,,Not RSPO Certified,,2019-10-31,4.18335000000,97.93682000000,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified,,,"PERKEBUNAN NUSANTARA I (P TIGA),,PTP NUSANTARA I (PULA U TIGAJ,PIP NUSANTARA I (PULAU TIGA),,,PULAU TIGA MILL,,PTP NUSANTARA (PULAU TIGA),PTPN I (PULAU TIGA),,,PERKEBUNAN NUSANTARA I (PULAU TIGA),,,ERKEBUNAN NUSANTARA I (PULAU TIG,PKS PULAU TIGA"
PO1000004568,SISIRAU,IBRIS PALM,IBRIS PALM,SISIRAU,,,Not RSPO Certified,,2019-10-31,4.20357000000,98.06422000000,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified,,,",,,,,,,PT SISIRAU,PT BAHARI DWIKENCANA LESTARI,,,,"
PO1000004570,TAMIANG,MOPOLI RAYA,MRG,MOPOLI RAYA,,,Not RSPO Certified,,2019-10-31,4.29090000000,98.15323000000,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified,,,"MOPOLI RAYA I (PKS TAMIANG),,GEDONG BIARA,,,,,,,,PKS TAMIANG,SERARAS POM,,,,MOPOLI RAYA I GEDONG BIARA"
PO1000004571,KARYA TANAH SUBUR,ASTRA AGRO LESTARI,Astra Agro Lestari (AAL),KARYA TANAH SUBUR,,,Not RSPO Certified,,2019-10-31,4.34972000000,96.16444000000,IDN,Indonesia,Aceh,Aceh Barat,1-Fully Verified,,,"KARYA HEVEA INDONESIA,,,"
PO1000004572,BAHARI DWIKENCANA LESTARI,Bumi Sama Ganda,Bumi Sama Ganda,BAHARI DWIKENCANA LESTARI,,,Not RSPO Certified,,2019-10-31,4.35652000000,98.10620000000,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified,,,"BUMI SAMA GANDA,,,PT BUMI SAMA GANDA,,,,,"
PO1000004573,TANJUNG SEUMANTOH,PTPN III,PTPN III,PERKEBUNAN NUSANTARA I,PTPN I,,Not RSPO Certified,,2019-10-31,4.36688000000,98.08832000000,IDN,Indonesia,Aceh,Aceh Tamiang,1-Fully Verified,,,"PEPUTRA MASTERINDO,PTP NUSANTARA I (TANJUNGSEUMANTOH),PTP NUSANTARA I (TANJUNG SEUMANTOH),KEBUN LAMA,,PTP NUSANTARA (TANJUNG SEUMANTOH),PTPN I (TANJUNG SEUMANTOH),,PTP NUSANTARA I (PULAU TIGA),,RIMBA HARAPAN SAKTI POM,PERKEBUNAN NUSANTARA I (TANJUNG SEUMANTOH),,BUNAN NUSANTARA I (TANJUNG SEUM,PKS TANJUNG SEUMANTOH"
PO1000004575,ANUGERAH PELANGI SUKSES,SUPERVENTURE,SUPERVENTURE,ANUGERAH PELANGI SUKSES,,,Not RSPO Certified,,2019-10-31,-4.56320000000,103.11320000000,IDN,Indonesia,Bengkulu,Kaur,1-Fully Verified,,,"BERIANG,,,"
PO1000004576,ANUGERAH FAJAR REZEKI,UNKNOWN,,ANUGRAH FAJAR REZEKI,,,Not RSPO Certified,,2019-10-31,4.57432000000,97.90967000000,IDN,Indonesia,Aceh,Aceh Timur,1-Fully Verified,,,"ANUGRAH FAJAR REZEKI,PT. ANUGRAH FAJAR REZEKI,PT ANUGRAH FAJAR REZEKI,,"
PO1000004579,BOSWA MEGAPOLIS,MULTI AGRO GEMILANG PLANTATION,MULTI AGRO GEMILANG PLANTATION,BOSWA MEGALOPOLIS,,,Not RSPO Certified,,2019-10-31,4.69830000000,95.66548000000,IDN,Indonesia,Aceh,Aceh Jaya,1-Fully Verified,,,"PT BOSWA MEGALOPOLIS,BOSWA MEGALOPOLIS"
PO1000004582,BLANG KETUMBA,UNKNOWN,Blang Ketumba,BLANG KETUMBA,,,Not RSPO Certified,,2019-10-31,4.98498000000,96.70000000000,IDN,Indonesia,Aceh,Bireuen,1-Fully Verified,,,",,PMKS BLANG KETUMBA,SLANG KETUMBA,,,,,,PT BLANG KETUMBA,,,BIYU IYAS MALELA,,BUMI PALMA POM,,,,,"
PO1000004583,SYAUKATH SEJAHTERA,UNKNOWN,Syaukath Sejahtera,SYAUKATH SEJAHTERA,,,Not RSPO Certified,,2019-10-31,5.22843000000,96.89902000000,IDN,Indonesia,Aceh,Bireuen,1-Fully Verified,,,"PT SYAUKATH SEJAHTERA,,PT. SYAUKATH SEJAHTERA,,SYAUKATH AGRO,,,"
PO1000004650,GENTING SABAPALM,GENTING PLANTATIONS,Genting,GENTING SDC SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.96508000000,117.37411000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"GENTING SDC SDN BHD (SABAPALM MILL),,ASIATIC SABAPALM,,,,,,,,KILANG KELAPA SAWIT SABAPALM,KILANG KELAPA SAWIT SABAPALM,SABAPALM OIL MILL,LOAGAN BUNUT POM,GENTING SABAPALM OIL MILL,,,,,,,"
PO1000004655,KUAYAN,SINAR MAS,Sinar Mas,AGROKARYA PRIMA LESTARI,,,Not RSPO Certified,,2019-10-31,-1.97050000000,112.37032000000,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,,"AGROKARYA PRIMALESTARI (KUAYAN),KUAYAN MILL,PT ADITUNGGAL MAHAJAYA,PT AGROKARYA PRIMALESTARI - KUAYAN,,,,,,,,,PT AGROKARYA PRIMALESTARI -KUAYAN,,,,,,,,"
PO1000004656,TANGAR,SINAR MAS,Sinar Mas,MITRA KARYA AGRO INDO,,,Not RSPO Certified,,2019-10-31,-2.24360000000,112.29935000000,IDN,Indonesia,Kalimantan Tengah,Seruyan,1-Fully Verified,,,"MITRAKARYA AGROINDO (TANGAR),TANGAR MILL,PT MITRAKARYA AGROINDO - TANGAR,,,,,,,,,SEMUNTAI POM,,,,,,"
PO1000004751,GUAICARAMO S.A.,INPARME S.A.,INPARME,GUAICARAMO S.A.,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,4.47856000000,-72.96069000000,COL,Colombia,Meta,Barranca de Upía,1-Fully Verified,,,"GUAICARAMO,,,,,,GUAICARAMO SA,GUAICARAMO SA,,GUAICARAMO SA,,GUAICARAMO SA,,GUAICARAMO SAS,"
PO1000004752,PALMAS DEL CESAR,UNKNOWN,GRUPO GRASCO,PALMAS DEL CESAR S.A.,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,7.88600000000,-73.46669000000,COL,Colombia,Cesar,San Alberto,1-Fully Verified,,,"PALMAS DEL CESAR S.A.,,,,PALMAS DEL CASANARE,PALMAS DEL CESAR
S.A.,PALMAS DEL CESAR
S.A.,"
PO1000004753,EXTRACTORA LA GLORIA,UNKNOWN,Extractora La Gloria,EXTRACTORA LA GLORIA S.A.S.,,,Not RSPO Certified,,2019-10-31,8.61408000000,-73.68003000000,COL,Colombia,Cesar,La Gloria,1-Fully Verified,,,"EXTRACTORA LA GLORIA S.A.S.,,,,,,,,,,,,EXTRACTORA GRUPALMA SAS,EXTRACTORA LA GLORIA SAS,"
PO1000004754,HONDUPALMA,UNKNOWN,HONDUPALMA,PALMAS ACEITERAS DE HONDURAS EMPRESA CAMPESINA AGROINDUSTRIAL DE LA REFORMA AGRARIA  (HONDUPALMA ECARA),,,RSPO Certified,"RSPO Certified, MB",2019-10-31,15.57419000000,-87.69294000000,HND,Honduras,Yoro,El Negrito,1-Fully Verified,,,"SEHA LO ACN ARDMEUFPOEARSLMINA  AGRAORINIAD  U(HSTORNIDALU DPAE LLMA AR,,,,,,,,,,,HN AODGNURDPOUAINPLMADLUAMS ETACRAIARLA D) E LA REFORMA AGRARIA  (HONDUPAL,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,HLINMOAN AD GEURCPOAAINRLMDAUA)STRIAL DE LA REFORMA AGRARIA  (HONDU,PALMAS ACEITERAS DE HONDURASEMPRESA CAMPESINAAGROINDUSTRIAL DE LA REFORMAAGRARIA (HONDUPALMA ECARA),PALMAS ACEITERAS DE HONDURAS/HONDUPALMA"
PO1000004755,PLANTA EXTRACTORA PALCASA,UNKNOWN,HONDUPALMA,PALMAS CENTROAMERICANAS S.A. DE C.V. (PALCASA),,,Not RSPO Certified,,2019-10-31,15.49886000000,-87.70364000000,HND,Honduras,Yoro,El Progreso,1-Fully Verified,,,"PALCASA,P(PLALNCTAAS AEX) TRACTORA PALCASA,,,,,,,,,,,VP.L A(PNTAAL ECXATRSAACT)ORA PALCASA,P)LANTA EXTRACTORA PALCASA,P)LANTA EXTRACTORA PALCASA,P)LANTA EXTRACTORA PALCASA,P)LANTA EXTRACTORA PALCASA,P)LANTA EXTRACTORA PALCASA,PALMAS CENTROAMERICANAS S.A.DE C.V. (PALCASA)"
PO1000004757,AGROIPSA - PALENQUE,GRUPO OLEOMEX (OLEOFINOS),GRUPO OLEOMEX,OLEOPALMA,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,17.57900000000,-91.94194000000,MEX,Mexico,Chiapas,Palenque,1-Fully Verified,,,"AGROIPSA PALENQUE,AGROIPSA ‐ PALENQUE,AGROINDUSTRIAS DE PALENQUE SA DE CV,AGROINDUSTRIAS DE PALENQUE S.A. DE C.V.,"
PO1000004758,AGROIMSA (AGROINDUSTRIAS DE MAPASTEPEC SA),GRUPO OLEOMEX (OLEOFINOS),GRUPO OLEOMEX,AGROINDUSTRIAS DE MAPASTEPEC S.A.. DE C.V.,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,15.34400000000,-92.86494000000,MEX,Mexico,Chiapas,Mapastepec,1-Fully Verified,,,"AGROIMSA (AGROINDUSTRIAS DE MAPAST,EA GCR.OVIM.SA (AGROINDUSTRIAS DE MAPAST,PLANTA MAPASTEPEC,,"
PO1000004759,FINCA LA LIMA,UNKNOWN,GRUPO OLEOMEX,PAKAL CONSULTORES EN AGRONEGOCIOS DEL SURESTE,,,Not RSPO Certified,,2019-10-31,15.15900000000,-92.59046000000,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified,,,"PAKAL CONSULTORES EN AGRONEGOCIOS DEL SURESTE,.PAA. KDAEL  CO.VN.SULTORES EN AGRONEGOCIOS DEL SURESTE,.PAA. KDAEL  CO.VN.SULTORES EN AGRONEGOCIOS DEL SURESTE,"
PO1000004760,ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,GRUPO OLEOMEX (OLEOFINOS),GRUPO OLEOMEX,ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,,,Not RSPO Certified,,2019-10-31,15.32200000000,-92.82211000000,MEX,Mexico,Chiapas,Acapetahua,1-Fully Verified,,,"ACEITERA CHIAPANECA,COOPERATIVA INDUSTRIAL ACEITERA CHIAPANECA,A CC.EVI.TE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE,A CC.EVI.TE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE,A CC.EVI.TE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE"
PO1000004761,PROCESADORA DE ACEITE DE PALMA,UNKNOWN,,PROCESADORA DE ACEITE DE PALMA,,,Not RSPO Certified,,2019-10-31,15.23600000000,-92.58649000000,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified,,,ZITIHUALT
PO1000004762,ACAPETAHUA,GRUPO PROPALMA,GRUPO PROPALMA,OLEOSUR,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,15.24800000000,-92.67826000000,MEX,Mexico,Chiapas,Villa Comaltitlán,1-Fully Verified,,,"PROPALMA,OLEOSUR,OLEOSUR SAPI DE CV,OLEOSUR S.A.P.I DE C.V"
PO1000004763,PALMERAS OLEAGINOSAS DEL SUR,GRUPO NUMAR,GRUPO NUMAR,PALMERAS OLEAGINOSAS DEL SUR S.A. DE C.V.,,,Not RSPO Certified,,2019-10-31,17.57300000000,-92.03014000000,MEX,Mexico,Chiapas,Palenque,1-Fully Verified,,,"PALMERAS OLEAGINOSAS DEL SUR SA DE CV,PCA.VLM.ERAS OLEAGINOSAS DEL S,PALMERAS DE OLEAGINOSAS,PALMERAS OLEAGINOSAS DEL SUR S.A. DE C.V,PALMERAS OLEAGINOSAS DEL SUR S.A"
PO1000004764,OLEOFINOS DEL CARMEN,UNKNOWN,GRUPO OLEOMEX,OLEOFINOS DEL CARMEN,Oleofinos,,Not RSPO Certified,,2019-10-31,18.26200000000,-91.30378000000,MEX,Mexico,Campeche,Carmen,1-Fully Verified,,,
PO1000004765,ACEITES DE PALMA,UNKNOWN,ACEITES DE PALMA,ACEITES DE PALMA,,,Not RSPO Certified,,2019-10-31,18.04700000000,-94.91767000000,MEX,Mexico,Veracruz,Hueyapan de Ocampo,1-Fully Verified,,,
PO1000004766,CAL Y BLANCO S.A,UNKNOWN,,CAL Y BLANCO S.A,,,Not RSPO Certified,,2019-10-31,10.03569000000,-83.34412000000,CRI,Costa Rica,Limón,Matina,1-Fully Verified,,,
PO1000004767,INDUSTRIAL ACEITERA DE LA RAAS,GRUPO NUMAR,GRUPO NUMAR,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,,,Not RSPO Certified,,2019-10-31,12.26502000000,-83.83003000000,NIC,Nicaragua,Atlántico Sur,Kukra Hill,1-Fully Verified,,,"ACEITERA DE LA RAAS,INDUSTRIAL ACEITERA DE LA RAAS, S.A.,INDUSTRIAL ACEITERA DE LA RAAS, S.A.,COTO 54 INDUSTRIAL ACEITERA DE LA RAAS,INDUSTRIAL ACEITERA DE LA RAAS S.A.,CUKRA DEVELOPMENT"
PO1000004768,COAPALMA-ECARA,UNKNOWN,Grupo Jaremar,COAPALMA-ECARA (EMPRESA CAMPESINA AGROINDUSTRIAL DE LA REFORMA AGRARIA DE LA PALMA DE ACEITE),,,Not RSPO Certified,,2019-10-31,15.58892000000,-86.11283000000,HND,Honduras,Colón,Tocoa,1-Fully Verified,,,"COAPALMA,COAPALMA ECARA,,ACGORAAOPRAINILADM DUAES- TELRCAIA APRLAA LDME ALA D REE AFCOERITMEA)  AGRA,,,,,EC SAOIGNARAAP ARAIAGL RDOMEINA LDA-EU PSCTARALIMARL AAD ED ELA A RCEIFTOER)MA A,CIEAOITLA EDP)AE LLMA AR-EEFCOARRMAA AGRARIA DE LA PALMA DE ACEITE),COAPALMA -ECARA,DCUOSATRPIAALL DMEA LA-E RCEAFROARMA AGRARIA DE LA PALMA DE ACEI,DCUOSATRPIAALL DMEA LA-E RCEAFROARMA AGRARIA DE LA PALMA DE ACEI,DCUOSATRPIAALL DMEA LA-E RCEAFROARMA AGRARIA DE LA PALMA DE ACEI,DCUOSATRPIAALL DMEA LA-E RCEAFROARMA AGRARIA DE LA PALMA DE ACEI,DCUOSATRPIAALL DMEA LA-E RCEAFROARMA AGRARIA DE LA PALMA DE ACEI,COAPALMA- ECARA,COAPALMA-ECARA (EMPRESACAMPESINA AGROINDUSTRIAL DE LAREFORMA AGRARIA DE LA PALMA DEACEITE)"
PO1000004771,PALMCI TOUMANGUIE,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2019-10-31,5.36390000000,-3.38045000000,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified,,,"TOUMANGUIE,,,,TOUMANGUI"
PO1000004773,PALMCI GBAPET,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2019-10-31,4.96950000000,-7.50486000000,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified,,,"GBAPET,,,"
PO1000004774,PALMCI NEKA,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2019-10-31,5.23590000000,-7.39964000000,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified,,,"NEKA,,,"
PO1000004775,SOGB GRAND BEREBI,SOCFIN,SOCFIN,SOGB,,,Not RSPO Certified,,2019-10-31,4.67906000000,-7.09119000000,CIV,Côte d'Ivoire,Bas-Sassandra,San-Pédro,1-Fully Verified,,,"GRAND BEREBI,,,"
PO1000004777,PALMCI ANTENNE 1,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2019-10-31,5.20050000000,-3.03800000000,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified,,,"ANTENNE 1,,,"
PO1000004778,PALMCI ANTENNE 2,SIFCA,SIFCA,PALMCI,PALMCI,,Not RSPO Certified,,2019-10-31,5.33810000000,-2.98210000000,CIV,Côte d'Ivoire,Comoé,Sud Comoé,1-Fully Verified,,,"ANTENNE 2,,,"
PO1000004779,NAKIADENIYA OIL PALM MILL,UNKNOWN,,WATAWALA PLANTATIONS PLC NIYA,,,Not RSPO Certified,,2019-10-31,6.15210000000,80.32613000000,LKA,Sri Lanka,Galle,Nagoda,2-High Confidence,,,"NAKIADENIYA PALMMILL,NAKIADENIYA PALM MILL"
PO1000004780,PEDDAPURAM,UNKNOWN,RUCHI SOYA,RUCHI SOYA INDUSTRIES LTD,,,Not RSPO Certified,,,17.05800000,82.13600000,IND,India,Andhra Pradesh,East Godavari,1-Fully Verified,,,
PO1000004785,LOAGAN BUNUT,BOUSTEAD PLANTATIONS BERHAD,Boustead,BOUSTEAD PELITA TINJAR SDN BHD,,,Not RSPO Certified,,2019-10-31,3.72687000000,114.28091000000,MYS,Malaysia,Sarawak,Marudi,1-Fully Verified,,,"PELITA TINJAR,BOUSTEAD PELITA TINJAR SDN BHD,,,,,,,,,KILANG SAWIT LOAGAN BUNUT,KILANG SAWIT LOAGAN BUNUT,AEK TIGA,BOUSTEAD PELITA TINJAR SDN BHD (LOAGAN BUNUT MILL),,,,,,,BOUSTEAD PELITA TINJAR SDN BHD (LOAGANBUNUT MILL)"
PO1000004786,KERATONG,CHIN TECK PLANTATIONS BERHAD,Chin Teck Plantations,CHIN TECK PLANTATIONS BERHAD,Chin Teck Plantations,,Not RSPO Certified,,2019-10-31,3.29414000000,102.82153000000,MYS,Malaysia,Pahang,Rompin,1-Fully Verified,,,"CHIN TECK (KERATONG),,CHIN TECK PLANTATIONS BERHAD,KKS KERATONG ESTATE,KERATONG ESTATE,KILANG KELAPA SAWIT KERATONG ESTATE,KILANG KELAPA SAWIT KERATONG ESTATE,K.K.S.KERATONG ESTATE,,,,,KILANG KELAPA SAWIT KERATONG
ESTATE,KILANG KELAPA SAWIT KERATONG
ESTATE,,,,,,GUA MUSANG,,,,,KERATONG KKS,K.K.S. KERATONG ESTATE,CHINTECK PLANTATIONS BHD,,,,,CAHAYA INTI SAWIT,CHIN TECK PLANTATIONS,KERATONG ESTATE.,,,,CHIN TECK PLANTATIONS BHD (KERATONG ESTATE POM)"
PO1000004788,BELAGA,GLENEALY PLANTATIONS SDN BHD,Glenealy Plantations (GPSB),SAMLING PLANTATION SDN BHD,,,Not RSPO Certified,,2019-10-31,3.03268000000,114.09446000000,MYS,Malaysia,Sarawak,Belaga,1-Fully Verified,,,"SAMLING PLANTATIONS,SAMLING PLANTATIONS SDN BHD,,BELAGA,SAMLING,,,,,,,SAMLING PLANTATIONS SDN BHD *,*BELAGA,*BELAGA,*BELAGA,*BELAGA,*BELAGA,SUNGAI SUGUT,SAMLING PLANTATION SDN BHD (BELAGA PALM OIL MILL),SAMLING PLANTATION SDN BHD (BELAGA PA"
PO1000004790,LANA,GLENEALY PLANTATIONS SDN BHD,Glenealy Plantations (GPSB),SAMLING PLANTATION SDN BHD,,,Not RSPO Certified,,2019-10-31,2.51562000000,113.38449000000,MYS,Malaysia,Sarawak,Belaga,1-Fully Verified,,,"TIMOR ENTERPRISE (LANA),TIMOR ENTERPRISE SDN BHD (LANA MILL),,TIMOR ENTERPRISES SDN.BHD. (MARAN
ESTATE PALM OIL MILL),,,,,,,,TIMOR ENTERPRISE SDN BHD (LANA
MILL),,,TIMOR ENTERPRISES SDN.BHD. (MARAN ESTATE PALM OIL MILL),SAMLING PLANTATION SDN BHD (LANA PALM OIL MILL),TIMUR OIL PALM PLANTATION BERHAD,TIMOR ENTERPRISES SDN.BHD. (MARAN ESTATE,SAMLING PLANTATION SDN BHD (LANA PALM,,TIMOR ENTERPRISES
SDN.BHD. (MARAN
ESTATE PALM OIL MILL),,,,ABDI BUDI MULIA 549,TIMOR ENTERPRISES SDN.BHD.(MARAN ESTATE PALM OIL MILL),TIMOR ENTERPRISES SDN.BHD. (MARAN ESTATE
PALM OIL MILL)"
PO1000004794,KENINGAU POM,SABAH LAND DEVELOPMENT BOARD,Sabah Land Development Board,KENINGAU PALM OIL MILL SDN BHD,,,Not RSPO Certified,,2019-10-31,5.10935000000,116.09415000000,MYS,Malaysia,Sabah,Keningau,1-Fully Verified,,"Crusher,CPO","KENINGAU,KENINGAU PALM OIL MILL SDN BHD,,KENINGAU PALM OIL  MILL SDN BHD,,,,,,,,,,,,,,KKS KENINGAU,KKS KENINGAU,KENINGAU PALM OIL,,,,,,KENINGAU PALM OIL MILL"
PO1000004795,TETANGGA AKRAB 1,TETANGGA AKRAB,TETANGGA AKRAB,TETANGGA AKRAB SDN BHD,,,Not RSPO Certified,,2019-10-31,1.02250000000,110.69167000000,MYS,Malaysia,Sarawak,Serian,1-Fully Verified,,,"TETANGGA AKRAB PALM OIL MILL SDN BHD (MILL 1),TETANGGA AKRAB,TETANGGA AKRAB PALM OIL MILL SDN BHD,,,,,,,,,TETANGGA AKRAB PALM OIL MILL,TETANGGA AKRAB PALM OIL MILL SDN BHD
(MILL 1),TEMERLOH MILL SDN BERHAD,TETANGGA AKRAB
TETANGGA AKRAB PALM OIL MILL,,"
PO1000004796,TINGKAYU,N.Y. HIEW (HOLDINGS) SDN BHD,N.Y. HIEW (HOLDINGS),KOONG SHING SDN BHD,,,Not RSPO Certified,,2019-10-31,4.82764000000,118.06325000000,MYS,Malaysia,Sabah,Kunak,1-Fully Verified,,,"TINGKAYU POM,,KOONG SHING,TINGKAYU
PALM OIL MILL,KOONG SHING SDN BHD,,,,,,,,,,,,KKS PINANGAH (KOONG SHING),,,,,,TINGKAYU PALM OIL MILL,KOONG SHING SDN BHD (TINGKAYU),KOONG SHING – TINGKAYU,KOONG SHING SDN. BHD.,KOONG SHING SDN. BHD.,TINGKAYU PALM
OIL MILL,SINAR TENERA,KOONG SHING SDN BHD (TINGKAYU PALM OIL MILL),,,,,KOONG SHING SDN BHD (TINGKAYU"
PO1000004797,MELANGKING,MELANGKING OIL PALM PLANTATION SDN BHD,Melangking Oil Palm Plantation,MELANGKING OIL PALM PLANTATION SDN BHD,,,Not RSPO Certified,,2019-10-31,5.62224000000,118.24725000000,MYS,Malaysia,Sabah,Sandakan,1-Fully Verified,,,"MELANGKING OIL PALM PLANTATION SDN BHD,,BMHEDLANGKING,MELANGKING POM,,,,,,,,,,MELANGKING PALM OIL MILL,MELANGKING OIL  PALM PLANTATIONSDN BHD,,,,,MELANGKING OIL PALM PLANTATIONSDN BHD,MELANGKING OIL PALM,HMDELANGKING,HMDELANGKING,,,MELANGKING OIL PALM PLANTATIONSDN
BHD,,,,,MELANGKING OIL PALM PLANTATIONSDN"
